year,entry_url,pdf_url,filename,status,error,timestamp
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-05.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-05.pdf,boletim-epidemiologico-vol-51-no-05.pdf,downloaded,,2026-06-05T19:24:53+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-06.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-06.pdf,boletim-epidemiologico-vol-51-no-06.pdf,downloaded,,2026-06-05T19:24:55+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-07.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-07.pdf,boletim-epidemiologico-vol-51-no-07.pdf,downloaded,,2026-06-05T19:24:57+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-08.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-08.pdf,boletim-epidemiologico-vol-51-no-08.pdf,downloaded,,2026-06-05T19:24:59+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-09.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-09.pdf,boletim-epidemiologico-vol-51-no-09.pdf,downloaded,,2026-06-05T19:25:00+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-10.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-10.pdf,boletim-epidemiologico-vol-51-no-10.pdf,downloaded,,2026-06-05T19:25:02+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-11.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-11.pdf,boletim-epidemiologico-vol-51-no-11.pdf,downloaded,,2026-06-05T19:25:04+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-12.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-12.pdf,boletim-epidemiologico-vol-51-no-12.pdf,downloaded,,2026-06-05T19:25:05+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-13.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-13.pdf,boletim-epidemiologico-vol-51-no-13.pdf,downloaded,,2026-06-05T19:25:07+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-14.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-14.pdf,boletim-epidemiologico-vol-51-no-14.pdf,downloaded,,2026-06-05T19:25:12+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-15.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no-15.pdf,boletim-epidemiologico-vol-51-no-15.pdf,downloaded,,2026-06-05T19:25:14+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no18/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no18/@@download/file,boletim-epidemiologico-vol-51-no18.pdf,downloaded,,2026-06-05T19:25:15+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no19/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no19/@@download/file,boletim-epidemiologico-vol-51-no19.pdf,downloaded,,2026-06-05T19:25:19+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no20/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no20/@@download/file,boletim-epidemiologico-vol-51-no20.pdf,downloaded,,2026-06-05T19:25:23+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no27/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no27/@@download/file,boletim-epidemiologico-vol-51-no27.pdf,downloaded,,2026-06-05T19:25:26+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no29/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no29/@@download/file,boletim-epidemiologico-vol-51-no29.pdf,downloaded,,2026-06-05T19:25:29+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no30/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no30/@@download/file,boletim-epidemiologico-vol-51-no30.pdf,downloaded,,2026-06-05T19:25:32+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no31/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no31/@@download/file,boletim-epidemiologico-vol-51-no31.pdf,downloaded,,2026-06-05T19:25:35+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no33/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no33/@@download/file,boletim-epidemiologico-vol-51-no33.pdf,downloaded,,2026-06-05T19:25:37+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no34/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no34/@@download/file,boletim-epidemiologico-vol-51-no34.pdf,downloaded,,2026-06-05T19:25:39+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no35/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no35/@@download/file,boletim-epidemiologico-vol-51-no35.pdf,downloaded,,2026-06-05T19:25:43+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no36/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no36/@@download/file,boletim-epidemiologico-vol-51-no36.pdf,downloaded,,2026-06-05T19:25:47+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no37/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no37/@@download/file,boletim-epidemiologico-vol-51-no37.pdf,downloaded,,2026-06-05T19:25:49+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no38/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim-epidemiologico-vol-51-no38/@@download/file,boletim-epidemiologico-vol-51-no38.pdf,downloaded,,2026-06-05T19:25:51+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_39.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_39.pdf,boletim_epidemiologico_svs_39.pdf,downloaded,,2026-06-05T19:25:54+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_40.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_40.pdf,boletim_epidemiologico_svs_40.pdf,downloaded,,2026-06-05T19:25:56+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_41.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_41.pdf,boletim_epidemiologico_svs_41.pdf,downloaded,,2026-06-05T19:25:57+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_42.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_42.pdf,boletim_epidemiologico_svs_42.pdf,downloaded,,2026-06-05T19:26:00+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_43.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_43.pdf,boletim_epidemiologico_svs_43.pdf,downloaded,,2026-06-05T19:26:02+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_44.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_44.pdf,boletim_epidemiologico_svs_44.pdf,downloaded,,2026-06-05T19:26:03+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_45.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_45.pdf,boletim_epidemiologico_svs_45.pdf,downloaded,,2026-06-05T19:26:05+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_46.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_46.pdf,boletim_epidemiologico_svs_46.pdf,downloaded,,2026-06-05T19:26:06+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_47.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_47.pdf,boletim_epidemiologico_svs_47.pdf,downloaded,,2026-06-05T19:26:08+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_48.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_48.pdf,boletim_epidemiologico_svs_48.pdf,downloaded,,2026-06-05T19:26:10+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_49.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_49.pdf,boletim_epidemiologico_svs_49.pdf,downloaded,,2026-06-05T19:26:12+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_50.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_50.pdf,boletim_epidemiologico_svs_50.pdf,downloaded,,2026-06-05T19:26:14+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_51.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_51.pdf,boletim_epidemiologico_svs_51.pdf,downloaded,,2026-06-05T19:26:15+00:00
2020,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_52.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2020/boletim_epidemiologico_svs_52.pdf,boletim_epidemiologico_svs_52.pdf,existing,,2026-06-05T19:26:18+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/2021-1,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_42-1.pdf,boletim_epidemiologico_svs_42-1.pdf,downloaded,,2026-06-05T19:26:28+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/28-06-2021_boletim-epidemiologico-n-24.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/28-06-2021_boletim-epidemiologico-n-24.pdf,28-06-2021_boletim-epidemiologico-n-24.pdf,downloaded,,2026-06-05T19:26:31+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-25_svs.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-25_svs.pdf,boletim-epidemiologico-25_svs.pdf,downloaded,,2026-06-05T19:26:33+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-svs-1.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-svs-1.pdf,boletim-epidemiologico-svs-1.pdf,downloaded,,2026-06-05T19:26:36+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-vol-52-no-47/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-vol-52-no-47/@@download/file,boletim-epidemiologico-vol-52-no-47.pdf,downloaded,,2026-06-05T19:26:37+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-vol-52-no-48.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim-epidemiologico-vol-52-no-48.pdf,boletim-epidemiologico-vol-52-no-48.pdf,downloaded,,2026-06-05T19:26:41+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_10.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_10.pdf,boletim_epidemiologico_svs_10.pdf,downloaded,,2026-06-05T19:26:43+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_11.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_11.pdf,boletim_epidemiologico_svs_11.pdf,downloaded,,2026-06-05T19:26:44+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_12.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_12.pdf,boletim_epidemiologico_svs_12.pdf,downloaded,,2026-06-05T19:26:46+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_13.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_13.pdf,boletim_epidemiologico_svs_13.pdf,downloaded,,2026-06-05T19:26:48+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_14_atualizado.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_14_atualizado.pdf,boletim_epidemiologico_svs_14_atualizado.pdf,downloaded,,2026-06-05T19:26:50+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_16-1.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_16-1.pdf,boletim_epidemiologico_svs_16-1.pdf,downloaded,,2026-06-05T19:26:52+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_17-5-1.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_17-5-1.pdf,boletim_epidemiologico_svs_17-5-1.pdf,downloaded,,2026-06-05T19:26:54+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_18.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_18.pdf,boletim_epidemiologico_svs_18.pdf,downloaded,,2026-06-05T19:26:56+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_19.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_19.pdf,boletim_epidemiologico_svs_19.pdf,downloaded,,2026-06-05T19:26:58+00:00
2021,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_2.pdf/view,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2021/boletim_epidemiologico_svs_2.pdf,boletim_epidemiologico_svs_2.pdf,downloaded,,2026-06-05T19:27:00+00:00
